央视频道,#genre#
IPTV6+,http://119.41.38.23:4000/udp/239.253.64.26:5140
IPTV8+,http://119.41.38.23:4000/udp/239.253.64.160:5140
IPTV经典电影,http://119.41.38.23:4000/udp/239.253.64.227:5140
IPTV热播剧场,http://119.41.38.23:4000/udp/239.253.64.211:5140
IPTV魅力时尚,http://119.41.38.23:4000/udp/239.253.64.231:5140
IPTV法治,http://119.41.38.23:4000/udp/239.253.64.213:5140
IPTV相声小品,http://119.41.38.23:4000/udp/239.253.64.214:5140
IPTV谍战剧场,http://119.41.38.23:4000/udp/239.253.64.212:5140
IPTV野外,http://119.41.38.23:4000/udp/239.253.64.215:5140
东南卫视,http://119.41.38.23:4000/udp/239.253.64.43:5140
东方卫视,http://119.41.38.23:4000/udp/239.253.64.25:5140
云南卫视,http://119.41.38.23:4000/udp/239.253.64.147:5140
兵团卫视,http://119.41.38.23:4000/udp/239.253.64.178:5140
内蒙古卫视,http://119.41.38.23:4000/udp/239.253.64.144:5140
北京卫视,http://119.41.38.23:4000/udp/239.253.64.24:5140
厦门卫视,http://119.41.38.23:4000/udp/239.253.64.179:5140
吉林卫视,http://119.41.38.23:4000/udp/239.253.64.142:5140
四川卫视,http://119.41.38.23:4000/udp/239.253.64.36:5140
天津卫视,http://119.41.38.23:4000/udp/239.253.64.40:5140
宁夏卫视,http://119.41.38.23:4000/udp/239.253.64.89:5140
安徽卫视,http://119.41.38.23:4000/udp/239.253.64.29:5140
山东卫视,http://119.41.38.23:4000/udp/239.253.64.30:5140
山西卫视,http://119.41.38.23:4000/udp/239.253.64.31:5140
广东卫视,http://119.41.38.23:4000/udp/239.253.64.44:5140
广西卫视,http://119.41.38.23:4000/udp/239.253.64.45:5140
新疆卫视,http://119.41.38.23:4000/udp/239.253.64.146:5140
江苏卫视,http://119.41.38.23:4000/udp/239.253.64.27:5140
江西卫视,http://119.41.38.23:4000/udp/239.253.64.34:5140
河北卫视,http://119.41.38.23:4000/udp/239.253.64.39:5140
河南卫视,http://119.41.38.23:4000/udp/239.253.64.38:5140
浙江卫视,http://119.41.38.23:4000/udp/239.253.64.28:5140
深圳卫视,http://119.41.38.23:4000/udp/239.253.64.145:5140
湖北卫视,http://119.41.38.23:4000/udp/239.253.64.33:5140
湖南卫视,http://119.41.38.23:4000/udp/239.253.64.32:5140
甘肃卫视,http://119.41.38.23:4000/udp/239.253.64.140:5140
西藏卫视,http://119.41.38.23:4000/udp/239.253.64.143:5140
贵州卫视,http://119.41.38.23:4000/udp/239.253.64.47:5140
辽宁卫视,http://119.41.38.23:4000/udp/239.253.64.41:5140
重庆卫视,http://119.41.38.23:4000/udp/239.253.64.35:5140
陕西卫视,http://119.41.38.23:4000/udp/239.253.64.37:5140
青海卫视,http://119.41.38.23:4000/udp/239.253.64.46:5140
黑龙江卫视,http://119.41.38.23:4000/udp/239.253.64.42:5140
中国气象,http://119.41.38.23:4000/udp/239.253.64.79:5140
军事,http://119.41.38.23:4000/udp/239.253.64.229:5140
军旅剧场,http://119.41.38.23:4000/udp/239.253.64.228:5140
初一,http://119.41.38.23:4000/udp/239.253.64.80:5140
动作影院,http://119.41.38.23:4000/udp/239.253.64.220:5140
古装剧场,http://119.41.38.23:4000/udp/239.253.64.221:5140
喜剧影院,http://119.41.38.23:4000/udp/239.253.64.233:5140
地理,http://119.41.38.23:4000/udp/239.253.64.219:5140
城市剧场,http://119.41.38.23:4000/udp/239.253.64.218:5140
好学生,http://119.41.38.23:4000/udp/239.253.64.223:5140
家庭影院,http://119.41.38.23:4000/udp/239.253.64.225:5140
导视,http://119.41.38.23:4000/udp/239.253.64.68:5140
少儿动画,http://119.41.38.23:4000/udp/239.253.64.232:5140
山东教育,http://119.41.38.23:4000/udp/239.253.64.241:5140
影视,http://119.41.38.23:4000/udp/239.253.64.49:5140
戏曲,http://119.41.38.23:4000/udp/239.253.64.234:5140
收视指南,http://119.41.38.23:4000/udp/239.253.64.238:5140
早教,http://119.41.38.23:4000/udp/239.253.64.236:5140
爱生活,http://119.41.38.23:4000/udp/239.253.64.216:5140
足球,http://119.41.38.23:4000/udp/239.253.64.237:5140
音乐现场,http://119.41.38.23:4000/udp/239.253.64.235:5140
直播室101,http://119.41.38.23:4000/udp/239.253.64.184:5140
直播室102,http://119.41.38.23:4000/udp/239.253.64.185:5140
直播室103,http://119.41.38.23:4000/udp/239.253.64.186:5140
直播室104,http://119.41.38.23:4000/udp/239.253.64.187:5140
直播室105,http://119.41.38.23:4000/udp/239.253.64.188:5140
直播室106,http://119.41.38.23:4000/udp/239.253.64.189:5140
直播室107,http://119.41.38.23:4000/udp/239.253.64.190:5140
直播室108,http://119.41.38.23:4000/udp/239.253.64.191:5140
直播室109,http://119.41.38.23:4000/udp/239.253.64.192:5140
直播室110,http://119.41.38.23:4000/udp/239.253.64.193:5140
直播室111,http://119.41.38.23:4000/udp/239.253.64.194:5140
直播室201,http://119.41.38.23:4000/udp/239.253.64.130:5140
直播室202,http://119.41.38.23:4000/udp/239.253.64.131:5140
直播室203,http://119.41.38.23:4000/udp/239.253.64.132:5140
直播室204,http://119.41.38.23:4000/udp/239.253.64.133:5140
直播室205,http://119.41.38.23:4000/udp/239.253.64.134:5140
直播室206,http://119.41.38.23:4000/udp/239.253.64.135:5140
直播室207,http://119.41.38.23:4000/udp/239.253.64.136:5140
直播室208,http://119.41.38.23:4000/udp/239.253.64.180:5140
直播室209,http://119.41.38.23:4000/udp/239.253.64.181:5140
直播室2010,http://119.41.38.23:4000/udp/239.253.64.182:5140
直播室2011,http://119.41.38.23:4000/udp/239.253.64.183:5140
未知频道71,http://119.41.38.23:4000/udp/239.253.64.71:5140
未知频道123,http://119.41.38.23:4000/udp/239.253.64.123:5140
未知频道137,http://119.41.38.23:4000/udp/239.253.64.137:5140
未知频道141,http://119.41.38.23:4000/udp/239.253.64.141:5140
未知频道152,http://119.41.38.23:4000/udp/239.253.64.152:5140
未知频道156,http://119.41.38.23:4000/udp/239.253.64.156:5140
未知频道158,http://119.41.38.23:4000/udp/239.253.64.158:5140
未知频道163,http://119.41.38.23:4000/udp/239.253.64.163:5140
未知频道164,http://119.41.38.23:4000/udp/239.253.64.164:5140
未知频道170,http://119.41.38.23:4000/udp/239.253.64.170:5140
未知频道224,http://119.41.38.23:4000/udp/239.253.64.224:5140
未知频道250,http://119.41.38.23:4000/udp/239.253.64.250:5140
未知频道254,http://119.41.38.23:4000/udp/239.253.64.254:5140
海南风景,http://119.41.38.23:4000/udp/239.253.64.52:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.74:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.77:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.78:5140
海口2台,http://119.41.38.23:4000/udp/239.253.64.82:5140
海口3台,http://119.41.38.23:4000/udp/239.253.64.83:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.84:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.85:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.88:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.91:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.103:5140
百视通,http://119.41.38.23:4000/udp/239.253.64.226:5140

广西钦州电信,#genre#
CCTV1,http://www.8700956.top:18888/udp/239.81.0.102:4056
CCTV1,http://www.8700956.top:18888/udp/239.81.0.13:4056
CCTV2,http://www.8700956.top:18888/udp/239.81.0.115:4056
CCTV2,http://www.8700956.top:18888/udp/239.81.0.14:4056
CCTV3,http://www.8700956.top:18888/udp/239.81.0.231:4056
CCTV4,http://www.8700956.top:18888/udp/239.81.0.96:4056
CCTV4,http://www.8700956.top:18888/udp/239.81.0.16:4056
CCTV5,http://www.8700956.top:18888/udp/239.81.0.232:4056
CCTV5＋,http://www.8700956.top:18888/udp/239.81.0.101:4056
CCTV6,http://www.8700956.top:18888/udp/239.81.0.233:4056
CCTV7,http://www.8700956.top:18888/udp/239.81.0.116:4056
CCTV7,http://www.8700956.top:18888/udp/239.81.0.19:4056
CCTV8,http://www.8700956.top:18888/udp/239.81.0.234:4056
CCTV9,http://www.8700956.top:18888/udp/239.81.0.117:4056
CCTV9,http://www.8700956.top:18888/udp/239.81.0.21:4056
CCTV10,http://www.8700956.top:18888/udp/239.81.0.118:4056
CCTV10,http://www.8700956.top:18888/udp/239.81.0.22:4056
CCTV11,http://www.8700956.top:18888/udp/239.81.0.229:4056
CCTV11,http://www.8700956.top:18888/udp/239.81.0.23:4056
CCTV12,http://www.8700956.top:18888/udp/239.81.0.119:4056
CCTV12,http://www.8700956.top:18888/udp/239.81.0.24:4056
CCTV13,http://www.8700956.top:18888/udp/239.81.0.26:4056
CCTV13,http://www.8700956.top:18888/udp/239.81.0.206:4056
CCTV14,http://www.8700956.top:18888/udp/239.81.0.120:4056
CCTV14,http://www.8700956.top:18888/udp/239.81.0.25:4056
CCTV15,http://www.8700956.top:18888/udp/239.81.0.230:4056
CCTV15,http://www.8700956.top:18888/udp/239.81.0.27:4056
CCTV17,http://www.8700956.top:18888/udp/239.81.0.228:4056
CCTV17,http://www.8700956.top:18888/udp/239.81.0.227:4056
CGTN,http://www.8700956.top:18888/udp/239.81.0.28:4056
CCTV中学生,http://www.8700956.top:18888/udp/239.81.0.87:4056
CETV1,http://www.8700956.top:18888/udp/239.81.0.92:4056
CETV1,http://www.8700956.top:18888/udp/239.81.0.52:4056
CETV2,http://www.8700956.top:18888/udp/239.81.0.245:4056
CETV4,http://www.8700956.top:18888/udp/239.81.0.246:4056
广西卫视,http://www.8700956.top:18888/udp/239.81.0.107:4056
广西综艺,http://www.8700956.top:18888/udp/239.81.0.214:4056
广西影视,http://www.8700956.top:18888/udp/239.81.0.250:4056
广西新闻,http://www.8700956.top:18888/udp/239.81.0.248:4056
广西公共,http://www.8700956.top:18888/udp/239.81.0.249:4056
广西都市,http://www.8700956.top:18888/udp/239.81.0.247:4056
广西卫视,http://www.8700956.top:18888/udp/239.81.0.2:4056
广西综艺,http://www.8700956.top:18888/udp/239.81.0.3:4056
广西都市,http://www.8700956.top:18888/udp/239.81.0.4:4056
广西新闻,http://www.8700956.top:18888/udp/239.81.0.5:4056
广西公共,http://www.8700956.top:18888/udp/239.81.0.6:4056
广西影视,http://www.8700956.top:18888/udp/239.81.0.7:4056
广西国际,http://www.8700956.top:18888/udp/239.81.0.8:4056
广西乐思购,http://www.8700956.top:18888/udp/239.81.0.9:4056
广西移动电视,http://www.8700956.top:18888/udp/239.81.0.10:4056
广西科教,http://www.8700956.top:18888/udp/239.81.0.11:4056南宁影视,http://www.8700956.top:18888/udp/239.81.0.128:4056
南宁新闻,http://www.8700956.top:18888/udp/239.81.0.241:4056
南宁新闻,http://www.8700956.top:18888/udp/239.81.0.126:4056
南宁公共,http://www.8700956.top:18888/udp/239.81.0.129:4056
南宁都市,http://www.8700956.top:18888/udp/239.81.0.127:4056
柳州新闻,http://www.8700956.top:18888/udp/239.81.0.134:4056
北海新闻,http://www.8700956.top:18888/udp/239.81.0.136:4056
玉林新闻,http://www.8700956.top:18888/udp/239.81.0.138:4056
贺州新闻,http://www.8700956.top:18888/udp/239.81.0.137:4056
桂林新闻,http://www.8700956.top:18888/udp/239.81.0.135:4056
爱上4K,http://www.8700956.top:18888/udp/239.81.0.123:4056
经典电影,http://www.8700956.top:18888/udp/239.81.0.84:4056
热播剧场,http://www.8700956.top:18888/udp/239.81.0.85:4056
都市剧场,http://www.8700956.top:18888/udp/239.81.0.81:4056
生活时尚,http://www.8700956.top:18888/udp/239.81.0.75:4056
魅力时尚,http://www.8700956.top:18888/udp/239.81.0.83:4056
七彩戏剧,http://www.8700956.top:18888/udp/239.81.0.70:4056
法治天地,http://www.8700956.top:18888/udp/239.81.0.79:4056
金色频道,http://www.8700956.top:18888/udp/239.81.0.80:4056
广西IPTV4,http://www.8700956.top:18888/udp/239.81.0.251:4056
广西IPTV5,http://www.8700956.top:18888/udp/239.81.0.205:4056
广西IPTV7,http://www.8700956.top:18888/udp/239.81.0.253:4056
广西IPTV8,http://www.8700956.top:18888/udp/239.81.0.208:4056
广西IPTV9,http://www.8700956.top:18888/udp/239.81.0.209:4056
广西IPTV影院,http://www.8700956.top:18888/udp/239.81.0.100:4056
广西IPTV12,http://www.8700956.top:18888/udp/239.81.0.124:4056
广西IPTV13,http://www.8700956.top:18888/udp/239.81.0.125:4056
IPTV自然传奇,http://www.8700956.top:18888/udp/239.81.0.18:4056
IPTV法治,http://www.8700956.top:18888/udp/239.81.0.20:4056
IPTV相声小品,http://www.8700956.top:18888/udp/239.81.0.17:4056
IPTV谍战剧场,http://www.8700956.top:18888/udp/239.81.0.15:4056
IPTV3＋综艺,http://www.8700956.top:18888/udp/239.81.0.66:4056
IPTV5＋体育,http://www.8700956.top:18888/udp/239.81.0.12:4056
IPTV6＋电影,http://www.8700956.top:18888/udp/239.81.0.65:4056
IPTV8＋电视剧,http://www.8700956.top:18888/udp/239.81.0.67:4056
北京卫视,http://www.8700956.top:18888/udp/239.81.0.109:4056
北京卫视,http://www.8700956.top:18888/udp/239.81.0.30:4056
天津卫视,http://www.8700956.top:18888/udp/239.81.0.113:4056
天津卫视,http://www.8700956.top:18888/udp/239.81.0.50:4056
东方卫视,http://www.8700956.top:18888/udp/239.81.0.111:4056
东方卫视,http://www.8700956.top:18888/udp/239.81.0.29:4056
东方财经,http://www.8700956.top:18888/udp/239.81.0.76:4056
重庆卫视,http://www.8700956.top:18888/udp/239.81.0.47:4056
浙江卫视,http://www.8700956.top:18888/udp/239.81.0.108:4056
浙江卫视,http://www.8700956.top:18888/udp/239.81.0.31:4056
安徽卫视,http://www.8700956.top:18888/udp/239.81.0.211:4056
安徽卫视,http://www.8700956.top:18888/udp/239.81.0.37:4056
江苏卫视,http://www.8700956.top:18888/udp/239.81.0.106:4056
江苏卫视,http://www.8700956.top:18888/udp/239.81.0.34:4056
山东卫视,http://www.8700956.top:18888/udp/239.81.0.114:4056
山东卫视,http://www.8700956.top:18888/udp/239.81.0.39:4056
山东教育卫视,http://www.8700956.top:18888/udp/239.81.0.93:4056
辽宁卫视,http://www.8700956.top:18888/udp/239.81.0.210:4056
辽宁卫视,http://www.8700956.top:18888/udp/239.81.0.35:4056
吉林卫视,http://www.8700956.top:18888/udp/239.81.0.58:4056
黑龙江卫视,http://www.8700956.top:18888/udp/239.81.0.105:4056
黑龙江卫视,http://www.8700956.top:18888/udp/239.81.0.33:4056
内蒙古卫视,http://www.8700956.top:18888/udp/239.81.0.54:4056
宁夏卫视,http://www.8700956.top:18888/udp/239.81.0.60:4056
甘肃卫视,http://www.8700956.top:18888/udp/239.81.0.207:4056
青海卫视,http://www.8700956.top:18888/udp/239.81.0.53:4056
新疆卫视,http://www.8700956.top:18888/udp/239.81.0.46:4056
兵团卫视,http://www.8700956.top:18888/udp/239.81.0.213:4056
西藏卫视,http://www.8700956.top:18888/udp/239.81.0.55:4056
云南卫视,http://www.8700956.top:18888/udp/239.81.0.45:4056
四川卫视,http://www.8700956.top:18888/udp/239.81.0.130:4056
四川卫视,http://www.8700956.top:18888/udp/239.81.0.43:4056
贵州卫视,http://www.8700956.top:18888/udp/239.81.0.95:4056
贵州卫视,http://www.8700956.top:18888/udp/239.81.0.56:4056
海南卫视,http://www.8700956.top:18888/udp/239.81.0.48:4056
三沙卫视,http://www.8700956.top:18888/udp/239.81.0.242:4056
广东卫视,http://www.8700956.top:18888/udp/239.81.0.104:4056
广东卫视,http://www.8700956.top:18888/udp/239.81.0.36:4056
南方卫视,http://www.8700956.top:18888/udp/239.81.0.32:4056
深圳卫视,http://www.8700956.top:18888/udp/239.81.0.103:4056
深圳卫视,http://www.8700956.top:18888/udp/239.81.0.57:4056
湖南卫视,http://www.8700956.top:18888/udp/239.81.0.110:4056
湖南卫视,http://www.8700956.top:18888/udp/239.81.0.40:4056
湖北卫视,http://www.8700956.top:18888/udp/239.81.0.112:4056
湖北卫视,http://www.8700956.top:18888/udp/239.81.0.41:4056
陕西卫视,http://www.8700956.top:18888/udp/239.81.0.89:4056
山西卫视,http://www.8700956.top:18888/udp/239.81.0.49:4056
河南卫视,http://www.8700956.top:18888/udp/239.81.0.44:4056
河北卫视,http://www.8700956.top:18888/udp/239.81.0.94:4056
河北卫视,http://www.8700956.top:18888/udp/239.81.0.51:4056
江西卫视,http://www.8700956.top:18888/udp/239.81.0.204:4056
江西卫视,http://www.8700956.top:18888/udp/239.81.0.38:4056
东南卫视,http://www.8700956.top:18888/udp/239.81.0.215:4056
东南卫视,http://www.8700956.top:18888/udp/239.81.0.59:4056
厦门卫视,http://www.8700956.top:18888/udp/239.81.0.212:4056
嘉佳卡通,http://www.8700956.top:18888/udp/239.81.0.64:4056
卡酷动画,http://www.8700956.top:18888/udp/239.81.0.62:4056
金鹰卡通,http://www.8700956.top:18888/udp/239.81.0.61:4056
新动漫,http://www.8700956.top:18888/udp/239.81.0.235:4056
少儿动画,http://www.8700956.top:18888/udp/239.81.0.82:4056
动漫秀场,http://www.8700956.top:18888/udp/239.81.0.68:4056
全纪实,http://www.8700956.top:18888/udp/239.81.0.78:4056
求索,http://www.8700956.top:18888/udp/239.81.0.202:4056
CCTV4K,http://www.8700956.top:18888/udp/239.81.0.69:4056
CCTV4K,http://www.8700956.top:18888/udp/239.81.0.71:4056
IPTV足球,http://www.8700956.top:18888/udp/239.81.0.97:4056
先锋乒羽,http://www.8700956.top:18888/udp/239.81.0.236:4056
极速汽车,http://www.8700956.top:18888/udp/239.81.0.73:4056
网络棋牌,http://www.8700956.top:18888/udp/239.81.0.237:4056
游戏风云,http://www.8700956.top:18888/udp/239.81.0.72:4056
电竞游戏1,http://www.8700956.top:18888/udp/239.81.0.203:4056
电竞游戏2,http://www.8700956.top:18888/udp/239.81.0.201:4056
收视指南,http://www.8700956.top:18888/udp/239.81.0.86:4056
中国天气,http://www.8700956.top:18888/udp/239.81.0.63:4056
聚鲨环球精选,http://www.8700956.top:18888/udp/239.81.0.98:4056
央广购物,http://www.8700956.top:18888/udp/239.81.0.131:4056
优购物,http://www.8700956.top:18888/udp/239.81.0.132:4056

陕西宝鸡电信,#genre#
CCTV-1高清,http://hy.baojihzjc.com:9001/udp/239.112.205.59:5140
CCTV-2高清,http://hy.baojihzjc.com:9001/udp/239.112.205.78:5140
CCTV-3高清,http://hy.baojihzjc.com:9001/udp/239.112.205.221:5140
CCTV-4高清,http://hy.baojihzjc.com:9001/udp/239.112.205.202:5140
CCTV-5高清,http://hy.baojihzjc.com:9001/udp/239.112.205.222:5140
CCTV5＋高清,http://hy.baojihzjc.com:9001/udp/239.111.205.13:5140
CCTV-6高清,http://hy.baojihzjc.com:9001/udp/239.112.205.223:5140
CCTV-7高清,http://hy.baojihzjc.com:9001/udp/239.112.205.83:5140
CCTV-8高清,http://hy.baojihzjc.com:9001/udp/239.112.205.224:5140
CCTV-9高清,http://hy.baojihzjc.com:9001/udp/239.112.205.85:5140
CCTV-10高清,http://hy.baojihzjc.com:9001/udp/239.112.205.86:5140
CCTV-11高清,http://hy.baojihzjc.com:9001/udp/239.112.205.213:5140
CCTV-12高清,http://hy.baojihzjc.com:9001/udp/239.112.205.88:5140
CCTV-13,http://hy.baojihzjc.com:9001/udp/239.111.205.53:5140
CCTV-14高清,http://hy.baojihzjc.com:9001/udp/239.112.205.91:5140
CCTV-15高清,http://hy.baojihzjc.com:9001/udp/239.112.205.214:5140
CCTV-16,http://hy.baojihzjc.com:9001/udp/239.111.205.133:5140
CCTV16 4K,http://hy.baojihzjc.com:9001/udp/239.111.205.134:5140
CCTV-17高清,http://hy.baojihzjc.com:9001/udp/239.112.205.211:5140
CCTV4K超高清,http://hy.baojihzjc.com:9001/udp/239.111.205.38:5140
CCTV4美洲高清,http://hy.baojihzjc.com:9001/udp/239.111.205.84:5140
CCTV4欧洲高清,http://hy.baojihzjc.com:9001/udp/239.111.205.83:5140
CETV-1,http://hy.baojihzjc.com:9001/udp/239.112.205.137:5140
CETV-2,http://hy.baojihzjc.com:9001/udp/239.111.205.168:5140
CETV-4,http://hy.baojihzjc.com:9001/udp/239.111.205.169:5140
IPTV5＋高清,http://hy.baojihzjc.com:9001/udp/239.111.205.40:5140
第一剧场,http://hy.baojihzjc.com:9001/udp/239.111.205.65:5140
风云剧场,http://hy.baojihzjc.com:9001/udp/239.111.205.66:5140
怀旧剧场,http://hy.baojihzjc.com:9001/udp/239.111.205.67:5140
风云足球,http://hy.baojihzjc.com:9001/udp/239.111.205.68:5140
风云音乐,http://hy.baojihzjc.com:9001/udp/239.111.205.69:5140
央视台球,http://hy.baojihzjc.com:9001/udp/239.111.205.70:5140
世界地理,http://hy.baojihzjc.com:9001/udp/239.111.205.71:5140
女性时尚,http://hy.baojihzjc.com:9001/udp/239.111.205.72:5140
高尔夫网球,http://hy.baojihzjc.com:9001/udp/239.111.205.73:5140
兵器科技,http://hy.baojihzjc.com:9001/udp/239.111.205.74:5140
央视文化精品,http://hy.baojihzjc.com:9001/udp/239.111.205.75:5140
CCTV电视指南,http://hy.baojihzjc.com:9001/udp/239.111.205.76:5140
CCTV-1,http://hy.baojihzjc.com:9001/udp/239.111.205.9:5140
CCTV-4,http://hy.baojihzjc.com:9001/udp/239.112.205.4:5140
CCTV-7,http://hy.baojihzjc.com:9001/udp/239.112.205.7:5140
CCTV-9,http://hy.baojihzjc.com:9001/udp/239.112.205.9:5140
CCTV-10,http://hy.baojihzjc.com:9001/udp/239.112.205.10:5140
CCTV-11,http://hy.baojihzjc.com:9001/udp/239.112.205.11:5140
CCTV-12,http://hy.baojihzjc.com:9001/udp/239.112.205.12:5140
CCTV-新闻,http://hy.baojihzjc.com:9001/udp/239.112.205.13:5140
CGTN,http://hy.baojihzjc.com:9001/udp/239.112.205.14:5140
CGTN,http://hy.baojihzjc.com:9001/udp/239.111.205.32:5140
CGTN西语,http://hy.baojihzjc.com:9001/udp/239.111.205.33:5140
CGTN法语,http://hy.baojihzjc.com:9001/udp/239.111.205.34:5140
CCTV-少儿,http://hy.baojihzjc.com:9001/udp/239.112.205.15:5140
CCTV-音乐,http://hy.baojihzjc.com:9001/udp/239.112.205.16:5140
CCTV16,http://hy.baojihzjc.com:9001/udp/239.111.205.134:5140
CCTV-17,http://hy.baojihzjc.com:9001/udp/239.112.205.210:5140欢笑剧场4K,http://hy.baojihzjc.com:9001/udp/239.111.205.1:5140
IPTV3＋,http://hy.baojihzjc.com:9001/udp/239.112.205.116:5140
IPTV5＋,http://hy.baojihzjc.com:9001/udp/239.111.205.10:5140
IPTV6＋,http://hy.baojihzjc.com:9001/udp/239.112.205.118:5140
IPTV8＋,http://hy.baojihzjc.com:9001/udp/239.112.205.119:5140
IPTV相声小品,http://hy.baojihzjc.com:9001/udp/239.111.205.11:5140
都市剧场HD,http://hy.baojihzjc.com:9001/udp/239.111.205.2:5140
全纪实,http://hy.baojihzjc.com:9001/udp/239.111.205.3:5140
游戏风云,http://hy.baojihzjc.com:9001/udp/239.111.205.4:5140
融媒直播,http://hy.baojihzjc.com:9001/udp/239.111.205.6:5140
南郑TV-1,http://hy.baojihzjc.com:9001/udp/239.111.205.8:5140
潼关综合频道,http://hy.baojihzjc.com:9001/udp/239.111.205.12:5140
纪实人文,http://hy.baojihzjc.com:9001/udp/239.111.205.14:5140
圆点生活,http://hy.baojihzjc.com:9001/udp/239.111.205.15:5140
江西卫视高清测试,http://hy.baojihzjc.com:9001/udp/239.111.205.16:5140
西乡融媒,http://hy.baojihzjc.com:9001/udp/239.111.205.17:5140
宁强-1,http://hy.baojihzjc.com:9001/udp/239.111.205.18:5140
渭南新闻综合,http://hy.baojihzjc.com:9001/udp/239.111.205.19:5140
百视通超级体育,http://hy.baojihzjc.com:9001/udp/239.111.205.21:5140
陕西新闻资讯,http://hy.baojihzjc.com:9001/udp/239.111.205.28:5140
铜川TV-1,http://hy.baojihzjc.com:9001/udp/239.111.205.29:5140
西安乐购购物,http://hy.baojihzjc.com:9001/udp/239.111.205.30:5140
麟游TV,http://hy.baojihzjc.com:9001/udp/239.111.205.31:5140
陕西卫视,http://hy.baojihzjc.com:9001/udp/239.111.205.35:5140
陕西新闻休闲,http://hy.baojihzjc.com:9001/udp/239.111.205.36:5140
快乐购,http://hy.baojihzjc.com:9001/udp/239.111.205.37:5140
陕西8套,http://hy.baojihzjc.com:9001/udp/239.111.205.41:5140
陕西都市青春,http://hy.baojihzjc.com:9001/udp/239.111.205.42:5140
三沙卫视,http://hy.baojihzjc.com:9001/udp/239.111.205.52:5140
CCTV-13,http://hy.baojihzjc.com:9001/udp/239.111.205.53:5140
生态环境,http://hy.baojihzjc.com:9001/udp/239.111.205.60:5140
环球旅游,http://hy.baojihzjc.com:9001/udp/239.111.205.61:5140
优优宝贝,http://hy.baojihzjc.com:9001/udp/239.111.205.62:5140
车迷频道,http://hy.baojihzjc.com:9001/udp/239.111.205.63:5140
洋县电视台,http://hy.baojihzjc.com:9001/udp/239.111.205.77:5140
城固,http://hy.baojihzjc.com:9001/udp/239.111.205.79:5140
扶风,http://hy.baojihzjc.com:9001/udp/239.111.205.80:5140
眉县新闻综合,http://hy.baojihzjc.com:9001/udp/239.111.205.81:5140
渭南新闻综合,http://hy.baojihzjc.com:9001/udp/239.111.205.94:5140
淳化TV,http://hy.baojihzjc.com:9001/udp/239.111.205.97:5140
陕西生活,http://hy.baojihzjc.com:9001/udp/239.111.205.98:5140
陕西影视,http://hy.baojihzjc.com:9001/udp/239.111.205.99:5140
陕西公共,http://hy.baojihzjc.com:9001/udp/239.111.205.100:5140
陕西乐家购物,http://hy.baojihzjc.com:9001/udp/239.111.205.101:5140
陕西西部电影,http://hy.baojihzjc.com:9001/udp/239.111.205.102:5140
都市剧场,http://hy.baojihzjc.com:9001/udp/239.111.205.171:5140
生活时尚,http://hy.baojihzjc.com:9001/udp/239.111.205.176:5140
全纪实,http://hy.baojihzjc.com:9001/udp/239.111.205.177:5140
法治天地,http://hy.baojihzjc.com:9001/udp/239.111.205.178:5140
东方财*,http://hy.baojihzjc.com:9001/udp/239.111.205.179:5140
七彩戏剧,http://hy.baojihzjc.com:9001/udp/239.111.205.181:5140
动漫秀场,http://hy.baojihzjc.com:9001/udp/239.111.205.182:5140
游戏风云,http://hy.baojihzjc.com:9001/udp/239.111.205.183:5140
极速汽车,http://hy.baojihzjc.com:9001/udp/239.111.205.185:5140
金色频道,http://hy.baojihzjc.com:9001/udp/239.111.205.186:5140
西安新闻综合,http://hy.baojihzjc.com:9001/udp/239.111.205.242:5140
西安都市频道,http://hy.baojihzjc.com:9001/udp/239.111.205.243:5140
凤翔TV,http://hy.baojihzjc.com:9001/udp/239.111.205.244:5140
陈仓TV,http://hy.baojihzjc.com:9001/udp/239.111.205.245:5140
岚皋电视台,http://hy.baojihzjc.com:9001/udp/239.111.205.248:5140
榆林-2,http://hy.baojihzjc.com:9001/udp/239.111.205.249:5140
千阳,http://hy.baojihzjc.com:9001/udp/239.111.205.250:5140
太白电视台,http://hy.baojihzjc.com:9001/udp/239.111.205.251:5140
陇县1,http://hy.baojihzjc.com:9001/udp/239.111.205.252:5140
杨凌,http://hy.baojihzjc.com:9001/udp/239.111.205.253:5140
陕西卫视,http://hy.baojihzjc.com:9001/udp/239.112.205.17:5140
陕西1套,http://hy.baojihzjc.com:9001/udp/239.112.205.18:5140
陕西2套,http://hy.baojihzjc.com:9001/udp/239.112.205.19:5140
陕西3套,http://hy.baojihzjc.com:9001/udp/239.112.205.20:5140
陕西4套,http://hy.baojihzjc.com:9001/udp/239.112.205.21:5140
陕西5套,http://hy.baojihzjc.com:9001/udp/239.112.205.22:5140
陕西6套,http://hy.baojihzjc.com:9001/udp/239.112.205.23:5140
陕西7套,http://hy.baojihzjc.com:9001/udp/239.112.205.24:5140
